Twitler,Durum
 her yere reklam vermissin yeter artik korkuyorum evdeki caydanlik bile birazdan beni yenile trendyol da indirim varmis diyecek ,0
yine fiyatlar artmis indirim oncesi sasirdik mi hayirrrrr  ,0
"malum alisveris sitelerinin yine bu senede 
fiyatlari once artir 
sonra indir halki kandir gunleri yaklasmissss akillari karistirip milleti kandirma gunlerinde dikkatli olmak lazim    ",0
artik ulkenin saglik bakaninin sayfasindan daha fazla girdigim bir yer var  trendyol   ,0
  ve  reklamlarindan nefret ediyorum,0
"ne kasim ayiymis arkadas sosyal medyam suan ikiye ayrilmis durumda trendyolcular ile hepsiburadacilar bildigin dort kulvardan yarisiyorlar 
 
 ",0
"herkes o kupalari gorunce kapitalizmin ahlaksizligini  o kupalarda baska ahlaksizliklarda gordukonlari uretensitesini kodlayanevlere getirenlerin somurulen emegini gorduk
bu elleri gordugumuzdede kapitalizmi ahlaksiz buluyor muyuz  ",0
insanlarin acilarini insanlarin duygu ve vicdanlarini ticarete dokecek kadar vicdansiz misiniz 3 kurus kazanc icin rezilsiniz  ,0
arkadasim trendyolda satis yapiyor dun sattiklari urunun fiyatini 16 tl den 25 tl ye cikardilar bu fiyatida indirim zamani 16 tl ye tekrar dusurecekler kasim indirimleri tum hiziyla suruyor yani   ,0
trendyol   yine indirim yapmissintakibimdeki urunlerin fiyati artmis aferin  boyle devam,0
onca acinin uzerine insanliktan nasip almamislar dunyayi kirletmeye devam ediyor hastasiniz  trendyol rezillik demek az kalir ,0
"trendyol    
trendyol sozde indirim kampanyasi ",0
trendyol indirimi geliyor kredi kartini babama teslim ederek yoluma devam ediyorum ,0
 a bir siparis verdim ama cok pismanim ne urun geldi ne iptal edebiliyorum ne de musteri hizmetleriyle sorunumu cozebiliyorum,0
bugun yedinci gun ve bir sekilde hayata dokunmak icin nefes almaya calisiyoruz guzellikler ve rant duskunleri diye ayrima da denk geliyoruz bir restoranin yaptigi guzellikler digerlerinin rant icin 4 gunde satisa sundugu bardak fiyati  in   out ,0
"of biktim artik sizden de indiriminizden de her yerde karsima cikmayin
 
",0
"trendyol ve hepsi buradanin reklamini yapmayan unlu kalmadi bence yeter artik her yerde karsima cikiyor 
 
",0
trendyol kaldirin satis yapmayin sitenziden  cok ayip ,0
"burda aciyi maddiyata dokmek varhenuz temizlenmemis enkazlar durur iken birilerinin umut kapisini firsat bilip ticarete dokenler var okadar kotusunuz ki
 
 ",0
"ne olduysa  reklamlari yuzunden oldu
bitirdin beni trendyol",0
"trendyol bir ticari isletme olup ulkenin ve insanlarin vicdanlarini kullanarak sapkin bir harekete daha imza atiyor sasiriyor muyuz  peki hayir cunku bu ulkenin 60i iflah olmaz dalyarak surusu
",0
kepazelik bu insanliktan cikmak paraya tapmak bu allah sizi kahretsin  ,0
   reklamlari ile parasi sadece temel ihtiyaclara anca yetisen vatandaslarla dalga mi geciliyor   yalani,0
hepsiburada kusura bakmayin da hicbir sey yok neden bu kadar abartiyorsunuz siz once alinan urunleri gonderin aynisini n11 trendyol da yapiyor abartiyorsunuz ama ortada birsey yok sadece reklam        ,0
en zalim en kotu insan birinin zayif yonunu kullanip bundan cikar saglamak isteyen insandir insanliginiz enkaz altinda kalmis utaniyorum sizinle solumaktan  bu nasil bir denetimsizliknasil izin verirsiniz yorumlari bile kirk elekten gecirirsiniz yayinlanmadanpes ,0
" sozun bittigi yerdesiniz
hangi insan bu kadar zavalli olabilir  hangi iklimde buyudunuz  ebrubaki cumhuriyetgzt ntv haberturktv sozcudunya milliyet cnn ",0
ben iki siteyi de protesto edip alis veris yapmama karari aldim   bu ne curet herseyi paraya endekslemek  cikar menfeaat bu bardagin baska bir aciklamasi olabilir mi  ,0
"biz bu isi basaramadik ulkeyi bir kapatip acamiyor muyuz belki duzelir
  ",0
"bu bir ahlaksizliktir bu bir hayasizliktir  trendyolda var olan bu liseli fantazi kostumu gormekten utanc duyuyorum  ekose etkler okul siralari liseli cocuk 14 ila 18 yas araligindaki cocuklarimizdir
sapik zihniyetiniz cezalandirilmali
 
 
 ",0
inanarak inanmak   reklamlari ve bildirimler  yeter da canimizla ugrasiyoruz,0
bu seferde mal gibi trendyol indirim gunlerinde para harcayan olacak mi merak ediyorum indirim yok indirim yoooookkkkk ,0
"dusenin acisi hic dusmeyenin parasi oluyor

 ",0
"trendyol bu isten kendini siyirmaya calismis allah askina durust olun urun satisa sunulmadan once kontrol ve satisa sunulabilir onayindan gecirerek sizde bu ayiba ortak oldunuz bu proses yokmus gibi aciklama yapmayin 
 
trendyol",0
"simdi bir tane sweatshirt begendim indirim yaklasiyor indirimi bekleyim dedim suanki fiyati 70 tl bakalim gercekten bir indirim olacak mi yoksa yalan indirimler mi gorecegiz
trendyol ",0
ohaaa cussss bu kadar mi firsatcisiniz ne ara basip uretip satisa sundunuz bu kadar hassas bir simgeyi ticarete ceviren o zihniyetiniz batsin vampirler trendyol  ,0
 ve  kasim ayi icin haril haril calissin twitterda bazi insanlar bindirim ustune indirim desin fiyatlarda indirim yok aslinda once yukseltip sonra dusuruyorlar diye komplo teorileri uretsinler komik geliyor bana ,0
 15 gunde parami bankaya yatirildigina dair mesaj geldi net olarak bence horoz lojistik ve trendyol da ic haberlesme olarak eksigi var ben derdimi anlatiyorum ama sanki karsimda  duvara konusuyormusum gibi hissediyorum herkes birbirinden habersiz,0
krkc_b direk kendim aldim  dan ,0
trendyol 1 ayda siparisler gelir hepsi de kusurlu gelir musteri temsilcilerine ulasmak mumkun degil inanmayin bunlara  mu aman allah korusun,0
biktik vallahi biktik su  ve  reklamlarindan televizyonda arka arkaya telefonlarda arka arkaya bu kadar da  olmaz yaa doyun artik doyun,0
acinin ve umudun sembolu olmus bir imaji gorunce gozunde dolarlar ucusan yaratik sen nasil bir cirkinliksin boyle daha buyuk acilar yasayasin diyecegim ama sende olmayan vicdanim el vermiyor   ,0
  sence de sansini zorlamiyor musun biraz bi sal kardesim,0
aysun_cakici bugunku  rezaletinden haberiniz yok sanirim yoksa su yazdiginizin ne kadar hafif kaldigini bilirdiniz ,0
"ugrfrn rezilsin 
mahalle yanarken orp sacini tararmis der eskileraffiniza siginarak yaptiginiz aynen bu aci tacirligiyaziklar olsun",0
"
nalet olsun boyle dunyaya olum bile para olmus allah belanizi versin

",0
buyuk kasim indirimi diyerek bu sene kac bin insani kandirmayi dusunuyosunuz   hepsiburada trendyol,0
senin ne farkin var yardimlari calip dukkaninda satan asagiliktan trendyol reziller sizi o kupanin tum gelirini depremzedelere bagislasan anlarim bir de 60 tlyi cizip indirim yapmis vergi levhali hirsizlar    ,0
"kapitalizm insana dair umudumu yok etmeye devam ediyor rantiniz batsin
  ",0
  bunun sorumlusu herkes cikip ozur dilemelidir,0
hassasiyetiniz icin tesekkurler insanlarin hassas duygularini paraya dokmeye calisan herkesin son bulmasi dilegiyle ,0
trendyol bu nasil bir vicdansizlik ve durumdan istifade etmektir utanin biraz ve ozur dileyin o insanlardan   ,0
"rezilsin 
mahalle yanarken orospu sacini tararmis der eskiler  yaptiginiz aynen bu aci tacirligi ",0
yaziklar olsun  ,0
"mucize nedir biliyor musunuz 

kraker gibi kirilan beton binalarin enkazlarinda cocuk bedenleri aramamak yarali ve titreyen cocuk fotograflari paylasmamak  denen yavsak sirketlere elif ve ayda bebekleri meta olarak sunmamak cocuklarin hayatindan calmamaktir ",0
"kapitalizmin  ne oldugunu bilmeyenlere tek kare ile anlatalim o zaman insanlarin acilariyla ticaret yapacak kadar vasatsiniz dininiz imaniniz para
 ",0
gorseldekiler da kucucuk bir cocugun caresizligi uzerinden para kazanmayi dusunecek kadar ucuz alcak ve ahlaksiz insanlarin satmaya calistigi urunler daha ne kadar igrenc olabilirdiniz insanlarin hayatlarini emeklerini alin terini somurerek gasp edip yok ettiniz ,0
"bu ne oluyor guya
maskede firsat 
eskiden kilik kiyafette fisrat yazardi simdi maske

ne yillara geldik 
 ",0
firsatci ,0
svi35 aynen yaziklar olsun gozunuzu para hirsi burumus firsatciliktan da ote vicdansizlik bunu onaylayan izin veren trendyolda da suc yaziklar olsun size  ,0
"rezilsin 
mahalle yanarken orp sacini tararmis der eskileraffiniza siginarak yaptiginiz aynen bu aci tacirligiyaziklar olsun ",0
reis bedavami vericeksin ne bu siddet bu celal her yerdesin aga bi sal ,0
hazenutsfindiks trendyol evet onay verilmeden hic bi urun satisa sunulmuyo durduk yere bile onay vermezken buna nasil onay veriliyor sadece satici degil  da suclu,0
"da bir satici izmir depreminde enkaz altindan cikarken kurtarma gorevlisinin elini tutan   bebegimizin o goruntusunu ticari malzeme yapti 
",0
golgesini satamadigini agaci kesen kapitalist sistemin asalaklarisiniz insani duygu ve olgular hak getire  ,0
yine dustum de cikamadim senden   ne olacak bu halim ,0
ah trendyol canim trendyol begenemiyorum olmuyor ,0
gokhanvots daha cocuk hastaneden cikmadi kupasi fincani satista anliyor musunuz nasil da somurusu yapiliyor acilarin travmalarin ,0
trendyol kocaman bir sirketsinbir urunu musterinin onune cikartmadan once on onayi verecek yetkilin yok mu her olayda urun saticisi bahanesine siginarak kendini aklamaya calisiyorsun komik oluyor ,0
yapmayin ya bari bunu yapmayin insanlarin acilari satilik degil      ,0
" hakli tepkinin ardindan urunu kaldirdi ama daha onemlisi agir elestirene bile bilgi mesaji atti 

uzmanlar foto bile kullanmayin diye uyarirken cocuklarimizla din siyaset  somurusu yapan misvakdergi basaksehir_bld ve bunlara susan ikiyuzluler de utanacak mi ",0
indirim altinda  5 kasim 11 kasim yilin en uzun gecesi 21 aralik falan filan hepsi hikaye  indirime giren urunler 1 hafta oncesinde 70 olan indirme   bir kac gun kala 7580 yapip sonra 70 indirim var diyip milleti kandiriyorlar      yaziklar olsun,0
telefonumdan trendyol  uygulamasini sildim,0
insanlar zaten yeteri kadar etkilendi psikolojik olarak gercekten orada yasayanlar degil bizde coktukboyle bir seyi satisa sunmak cok yanlisiyice igrenclestiniz trendyol  ,0
"firsatcilik  rezillik diz boyu
insanlarin acilari uzerinden ticaret yapmayi prim yapmayi hangi vicdanla kendinize hak goruyorsunuz igrencsiniz  kafayi yemis olmalisiniz    ",0
diyecek cok seyim var da susayim siz anlayin trendyol     ,0
boyle bi durum uzerinden nasil para kazanmaya calisilabilir urunun satisini kaldirttirin   ,0
  bir urun satisa sunulmadan once onayinizdan gecmiyor mu  sanki sizden habersiz yapilmis gibi yapilan bu aciklamayi kabul etmiyorum ,0
"duyarlilik hassasiyet demektir simdi bu bardakta keyif kahvesi keyif cayi mi icelim yani yok artik ya 
 
 
 ",0
"dunyada ekolojik dis fircasi olarak da bilinen bambu bitkisinden uretilmis yuzde yuz dogal dogada cozunebilir dis fircasidir 
            ",0
"
 da satisa cikartilan urunler kaldirildi firma satisi kapatildi duyarli olalim ve bunlara izin vermeyelim
umut gozyasi aci  oyuncagi degildir ",0
"elifin kurtarilma ani bardak yapildi trendyolda satisa cikarildi

konunun twitterda  etiketiyle gundem olmasinin ardindan  geri adim atti ",0
 tepki gosteren kesim onlari bu hale bugunlere getiren sizsiniz surekli alisveris reklamlar hele unluler inanilmaz simdi de tepkilerini gosteriyorlar oradan para kazanirken iyiydi yalan yanlis tanimadan bilmeden urunleri millete pazarlamaniz nasildi ,0
"depremde  annesini  canini  kaybetmis 3 yasindaki bir bebegin acisini hayati boyunca kahrini cekecegi yurek sizisini kupaya koyup 4090 fiyat bicerek  buna zemin hazirlayan ortam saglayan ticari kazanc gutmeye calisan trendyol group  bu kadar mi dustunuz  
 ",0
"trendyol uyeligimi sonlandiramiyorum sitede telefonda asistan uygulamasinda boyle bir secenek yok 
 
",0
"insanlarin acilari uzerinden prim yapiyorsunuz rezilsiniz
 ",0
insanlik satiliga cikmis insanlik kurulumus kurulacak tum duzenlerin allah belasini versin  ,0
   izmire desteginiz yok mu  ,0
" tam da bu iste her duyguyu her umudu somurmek
 ",0
"arkamdan da aglama goz yasinla da eglenir onu da alipsatar bu dunya
 shakespeare

   ",0
"indirim gunleri yaklasirken 195tl tutarindaki kitapligi 250tl na ceken firmaya  denilir her sene oldugu gibi sasirtmadilar tuzaga dusmeyin millet  olan kargoculara oluyor
",0
trendyol  bu urunleri satistan kaldirip tedarikcisini uyardigini bildirdi toplum hassasiyetimize duyarsiz kalmadiginiz icin tesekkurler ,0
   acidan da para kazanma insan hayatini da paraya cevirme ne kazanacaksin bundan   ,0
tedarikcilerin olusturdugu bu duruma kayitsiz kalmadiginiz icin  ailesini tebrik ediyorum,0
 a hic siparis vermedim niyetim de yok cok uzun zamandir zincir markalardan da alisveris yapmiyor lokal tasarimcilari desteklemek istedigimde de bizzat kendilerinden almayi tercih ediyorum trendyol ve benzerleri zaman zaman butceme dost dahi olsa umrum degiller,0
trendyol agresif buyume ile zaten kalitesini yeterince kaybetmeye baslamisti ama deprem sonrasi urunleri ile fena halde imaj kaybetti ,0
"  
icimizi acitan  depreminden sonra isi ranta ceviren firmalardan keske gelirini  bolgesindeki yardimlar icin kullanicaz aciklamasi gelseydi yazik  dedirtiyorsunuz bize  ",0
"burdan anliyoruz ki urunler denetimden gecmeden satisa aciliyor o zaman her turlu yasa disi satis da yapilabilir boyle isletme olmaz boyle savunma olmaz
",0
trendyol depremzedeleri istismar eden urun icin aciklamaniz yetersiz ozur dile ,0
ayip yaziklar olsun  ,0
"rezilsin 
mahalle yanarken o sacini tararmis der eskiler  yaptiginiz aynen bu aci tacirligi ",0
serefsizsiniz ,0
acilardan kar etme konusunda ne kadar hizliyiz ne kadar da vicdansiziz baska seylerde bu kadar hizli olmayiz yalniz insanlarin acisindan yararlanma  konusunda bu kadar basariliyiz gercekten tebrikler   trendyol ,0
"once ermeni bayragi sattiniz simdi en kutsallarimiz en masumlarimizi ticaretinize malzeme yapiyorsunuz
ulkende yasananlara saygi duy 
trendyol 
",0
"acimizi saramadan ticaretini yapanlara yaziklar olsun
   ",0
milletin hassiyetiyle oynayip nasil para kazaniriz derdine dusmus olan trendyol firmasini boykot ediyorum    ,0
" in ortaokulda ayni siralarda oturdugum arkadasimin sirketi olmasi ve bu kupayi onlarin yaptigini ogrenmem uzdu gercekten

ozur dilenip urunler kaldirilmis fakat yine de yakismadi bu konu uzerinden ticaret yapilmasi
  ",0
"ermeni pacavrasi satan trendyoldan alis veris yapmiyoruz 
  turklugun bas siari oldugu halde  satis sitesinde karabag adina ermeni pacavrasi karabag bayragi adina satista bir an once sayfadan tam kaldirilmasi ve satistan cikarilmasi elzemdir ",0
 umutlari somurme,0
"profesorfacia cok igrenc tiksiniyorum sizin bu zihniyetinizden bunun talandan ne farki var midemi bulandirdin  
",0
trendyol solcugazete aciyi satmak nedir   yakismadi,0
insanlarin acilarini dahi para hirsiyla pazarlayacak kadar adi bir sirtlan tavri sergileyen  a tepki gostermeye ve kullanmamaya davet ediyorum sizi arkadaslar     ,0
solcugazete aciyi satmak nedir   yakismadi,0
"insanlara umudu mu anlatmak istiyorsunuz  bunun bin turlu yolu var ama bu yol kucuk bir cocugun acilarinin uzerinden olmamali trendyol 

 ",0
"bizde sabah bu konuda ki tepkimizi dile getirmistik ve trendyol gerekeni yapmis duyarliligi icin tesekkur ederiz  

   ",0
sadeceeaaysenur gecen gun ayni sorunu bende yasadim urunun birini iade edecektim baktim kargo ufretinide kesiyor ikisinide yaptim ucretide hemen odenmiyor ,0
maalesef insanlarin acisindan faydalanabilecek kadar acimasiz bir o kadar karaktersiz kapitalizmin usagi olmus insanlar ve sirketler var   ,0
"sosyal medyanin gucu ve adaleti
trendyoldan sayfama twet geldi
tepki gelince trendyol o reklami kaldirmis
 ",0
"urunun saticisi uyarilmis ve urunler hizlica satistan kaldirilmistir diye aciklama yapmis 
bir site kuruyorsun ve icinde ne satilacagini denetlemeden piyasaya mi suruyorsun anlamadim ben urun saticisi ne kadar sucluysa siz de o kadar suclusunuz
",0
indirimi bile var ne kadar hizlisiniz yaaa nasil bir firsatcilik bu nasil ticari kafalar nasil insanlik hediyehanem   ,0
ne ayaksin  ,0
   firsatci trendyol ,0
hizli olsun diye hizli marketten alisveris yapiyoruz market urunu eksik getirince pesin pesin cektiginiz parayi 10 gun icinde hesabima geri yatiriyorsunuz nasil is bu  market stoklarini guncel tutacak bu da sizin sorumlulugunuzda marketle aranizda cozun bu isi  ,0
u t a n i y o r u m    ,0
kahrolsun     ,0
"insani duygularin her zaman paraya donusturme telasinin resmi burda
bu ayip size yeter
   ",0
"ne ara basladik umutlarimizi satmaya 
  ",0
"sputnik_tr  hassss

o sanal raflara koyulana kadar bu urunlere kac goz bakiyor 
bir kisi bile mi gundemi aciyi takip etmiyor 
aranizdan herhangi biri de mi empati kurmuyor 

yazik hepiniz paranin kolesi olmus leslersiniz ",0
olmayan insanliginizi da satsaydiniz trendyol   ,0
  depremde abisini kaybetmis bir cocugun ustunden para kazanan firsatci orospu cocuklari,0
"kapitalist sistemin aynadaki aksi yaziklar olsun  trendyol

           mustafa sarigul ",0
"ailenizden biri o enkazin altinda ayni durumda olsaydi bu urunleri uretebilecekmiydiniz yada satabilecekmiydiniz acaba paranin kolesi olmussunuz yazik
bu kupalardan keyif cayimi icelim yani  yada deprem anisi diye saklayacakmiyiz  
 
 ",0
 nedir beton altinda kalan bir bebegin fotografinin onursuzca kupaya basilmasidir peki onur nedir  ,0
"da satilan urune tepki yagdi
  ",0
bunu gorup hala daha trendyol reklami yapanlar influencerlar da olacaktir sadece yeterli zaman gecsin bakin her seyi adim adim paylasan bu insanlar bunlarla ilgili hic bir elestiri paylasmadilar  ,0
" bir kez daha yaniltmadi



 ",0
"trendyol snapchate bile efektli reklam getirmis inanabiliyor musunuz snapchate bile 
 ",0
ac gozlu firsatci insanoglu asla degismeyeceksin cikarlarinizda bogulun  ,0
trendyol sizden aldigim sahte urunun para iadesini de yaparsaniz inanirim heralde  ,0
insanlarin para kazanma hirsinin bir kez daha ne kadar igrenc bir sey oldugunu ortaya koydu      ,0
 istedigi indirimleri yapsin almayin su firmadan hic bir sey,0
bu kepazelik nedir trendyol   ,0
"kabul edilemez bir urun ancak milyonlarca urun binlerce firma arasinda her urunun tek tek kontrolunun olmasi uzun bir surec bircok insana ekmek kapisi olan bir firma oldugunu unutmayalim meyve veren agac taslanir 
biraz iyi seyler de konusalim
    ",0
dun ortaya cikan o acilardan nemalanan firma ya cevap tebrikler  ,0
